dish_id,split,total_calories,total_mass,total_fat,total_carb,total_protein
dish_1562860700,test,23.5,47.0,0.047,6.11,0.235
dish_1562860723,test,87.909996,160.0,0.386,21.93,1.026
dish_1562861103,test,94.607872,50.0,9.75394,1.899394,0.492727
dish_1562861125,test,190.807861,235.0,10.123939,3.194394,18.992727
dish_1562861174,test,401.797852,274.0,26.503939,3.740394,33.422729
dish_1562862493,test,198.320007,134.0,14.74,2.144,13.400001
dish_1562862550,test,364.52002,257.0,19.189999,29.103001,18.829601
dish_1562871297,test,124.973,47.0,4.418,15.745001,5.264
dish_1562871363,test,245.872986,140.0,4.697,41.785004,7.775
dish_1562871408,test,271.34198,228.0,5.825483,44.73642,8.556257
dish_1562871448,test,295.850922,276.0,6.439623,48.992832,10.163342
dish_1562871488,test,321.590912,393.0,6.790623,52.853836,13.790343
dish_1562871537,test,685.772949,554.0,30.779623,53.014832,50.176342
dish_1562871731,test,17.029999,131.0,0.262,2.882,1.965
dish_1562872150,test,7.48,34.0,0.102,1.122,1.054
dish_1562872182,test,41.539997,296.0,0.626,6.886,4.984
dish_1562872223,test,306.862701,468.0,8.376755,10.477843,47.902866
dish_1562872365,test,9.879999,76.0,0.152,1.672,1.14
dish_1562872396,test,179.563156,186.0,5.108879,3.96911,28.588114
dish_1562872432,test,259.08316,257.0,5.250878,20.299112,31.286116
dish_1562872470,test,286.3815,282.0,8.330789,21.324808,34.486359
dish_1562872498,test,306.264984,320.0,9.317839,23.918306,35.153263
dish_1562872662,test,133.21582,122.0,15.02996,5.005394,15.617198
dish_1562872746,test,242.363983,203.0,23.447695,12.912596,17.217421
dish_1562872914,test,135.399673,124.0,15.276352,5.087451,15.873218
dish_1562872945,test,258.59967,234.0,15.496352,30.387449,20.053217
dish_1562872981,test,268.319641,288.0,15.604352,32.493454,20.539215
dish_1562873002,test,278.261444,307.0,16.097878,33.790199,20.872667
dish_1562873028,test,280.3414,320.0,16.123878,34.232201,20.963665
dish_1562873155,test,41.33675,79.0,2.052025,5.39175,1.38645
dish_1562873187,test,64.216751,255.0,2.404025,9.26375,4.02645
dish_1562873224,test,261.856628,436.0,24.702576,16.689787,27.196226
dish_1562873264,test,503.60022,595.0,35.514572,66.933792,33.333626
dish_1562873416,test,52.360001,119.0,2.499,5.117,3.808
dish_1562873495,test,140.106995,152.0,5.601,16.172001,7.504
dish_1562873544,test,193.61171,201.0,11.637623,18.182364,13.776482
dish_1562873790,test,75.70845,75.0,7.156705,2.772813,1.021574
dish_1562873814,test,106.580215,134.0,8.689231,6.799564,2.057024
dish_1562873838,test,427.435638,342.0,18.062237,11.143191,53.958912
dish_1562874049,test,412.144989,155.0,14.57,51.925003,17.360001
dish_1562874203,test,362.521729,332.0,40.901203,13.621237,42.49926
dish_1562874250,test,394.440033,393.0,42.48568,17.784489,43.569809
dish_1562874282,test,427.879974,469.0,44.081676,21.052488,46.001808
dish_1562875159,test,260.680023,98.0,9.506001,32.34,10.78
dish_1562875211,test,282.240021,147.0,10.535001,34.446999,12.348
dish_1562875241,test,479.689514,275.0,16.303005,37.119999,44.287632
dish_1562875273,test,495.910278,306.0,17.108229,39.235752,44.831676
dish_1562875320,test,603.858704,377.0,21.93623,61.671753,47.572269
dish_1562875833,test,156.146393,143.0,17.617085,5.866979,18.305403
dish_1562875870,test,256.946411,233.0,17.797087,26.566978,21.725405
dish_1562875898,test,271.116394,342.0,18.015085,28.964979,23.360405
dish_1562875940,test,386.66684,418.0,23.183083,52.980984,26.294006
dish_1562876494,test,40.10693,26.0,1.171626,0.542953,6.487736
dish_1562876531,test,66.066925,85.0,2.410626,3.079953,8.375736
dish_1562876618,test,114.336998,43.0,4.042,14.405001,4.816
dish_1562876645,test,220.774597,112.0,7.151315,15.845915,22.033455
dish_1562876674,test,289.192596,157.0,10.211315,30.065914,23.770454
dish_1562876709,test,304.366852,186.0,10.964588,32.045166,24.279404
dish_1562876732,test,350.566833,291.0,13.169589,36.560165,27.639404
dish_1562876756,test,354.596863,322.0,13.231589,37.242165,28.104403
dish_1562945131,test,37.323902,67.0,1.89561,4.57561,1.56878
dish_1562945186,test,191.530792,219.0,8.581273,17.336327,13.361717
dish_1562945332,test,246.650803,325.0,8.793273,18.078327,23.96172
dish_1562945393,test,319.388367,401.0,10.646932,31.424669,24.703182
dish_1562945445,test,362.168335,463.0,10.770931,42.584671,25.137182
dish_1562945499,test,454.508362,625.0,11.256931,65.264664,26.271181
dish_1562945779,test,37.69532,29.0,2.020645,4.463193,0.928
dish_1562945803,test,50.295322,64.0,2.055645,7.613193,1.103
dish_1562945823,test,62.19532,99.0,2.125645,10.413193,1.383
dish_1562945851,test,91.26532,150.0,2.278645,17.553192,1.74
dish_1562945879,test,174.425323,234.0,3.118645,34.353195,5.940001
dish_1562945900,test,240.695312,281.0,6.314645,42.813194,6.927001
dish_1562946006,test,535.984009,224.0,41.591999,6.288,32.071999
dish_1562946075,test,557.884033,297.0,41.737999,11.836,32.509998
dish_1562946106,test,578.963989,359.0,41.862,16.796,33.006001
dish_1562947020,test,533.117126,333.0,40.118572,5.280429,35.67857
dish_1562947376,test,36.5,73.0,0.073,9.49,0.365
dish_1562947409,test,103.190002,190.0,0.424,25.869999,1.184
dish_1562947436,test,282.382019,242.0,14.62,28.053999,11.22
dish_1562947469,test,392.362,320.0,19.924,42.094002,12.858
dish_1562947503,test,438.122009,408.0,20.1,42.709999,21.657999
dish_1562947598,test,87.720001,258.0,0.516,20.639999,2.064
dish_1562947885,test,215.970001,313.0,0.626,56.340004,2.191
dish_1562949162,test,64.919998,12.0,5.04,0.168,4.44
dish_1562949205,test,80.220001,57.0,5.13,3.768,4.8
dish_1562949242,test,139.558533,119.0,6.642195,14.655806,5.404878
dish_1562949467,test,24.655609,72.0,1.896585,1.545366,1.053658
dish_1562949494,test,68.545609,149.0,2.127585,12.325366,1.592659
dish_1562949541,test,494.225647,374.0,33.717587,16.525366,31.732658
dish_1562950018,test,200.220001,142.0,9.656,25.560001,2.982
dish_1562950057,test,320.100006,223.0,18.566,26.856001,11.082001
dish_1562950091,test,550.981995,290.0,36.857002,29.67,24.013
dish_1562950895,test,137.818542,144.0,3.512195,25.287806,1.404878
dish_1562950934,test,304.218536,464.0,4.152195,27.527805,33.404877
dish_1562956486,test,103.660004,142.0,6.816,2.698,11.36
dish_1562956510,test,221.167068,199.0,12.196038,8.990719,21.758215
dish_1562958445,test,24.15,21.0,2.247,1.323,0.168
dish_1562958563,test,130.839996,68.0,9.767,2.686,8.158
dish_1562958603,test,171.839996,93.0,10.417,9.436001,10.408
dish_1562958629,test,208.970001,172.0,10.575,18.126001,13.015
dish_1562958721,test,125.724831,167.0,3.698547,21.363926,2.161744
dish_1562958775,test,227.182785,251.0,11.121791,29.460529,3.690952
dish_1562958809,test,511.673645,389.0,24.147148,44.695526,28.865578
dish_1562958998,test,109.093597,104.0,12.07743,4.164993,13.567006
dish_1562959024,test,319.233582,183.0,19.740429,30.234995,22.257004
dish_1562959059,test,365.76358,216.0,21.98443,36.174995,22.950008
dish_1562959103,test,395.013611,255.0,22.101429,43.194996,23.418005
dish_1562959129,test,412.873596,293.0,22.177427,47.374996,24.672005
dish_1562959190,test,518.801147,378.0,31.28495,53.022335,26.722988
dish_1562959295,test,3.04,19.0,0.019,0.646,0.133
dish_1562959344,test,5.54,44.0,0.019,1.146,0.383
dish_1562959379,test,57.066452,85.0,4.411607,3.778441,1.451472
dish_1562959485,test,45.242737,36.0,3.856924,2.311412,0.938171
dish_1562959517,test,91.140381,74.0,7.215058,5.974161,1.629955
dish_1562959547,test,165.617737,145.0,15.460226,8.817571,10.892046
dish_1562959570,test,311.986237,216.0,22.161678,16.655867,23.844206
dish_1562959599,test,403.636139,281.0,26.581678,28.355869,25.209208
dish_1562959700,test,315.413727,153.0,14.441155,16.89098,27.910999
dish_1562959732,test,374.663696,232.0,14.678156,31.110981,28.858997
dish_1562959766,test,431.126984,307.0,16.339182,40.705559,29.82984
dish_1562959799,test,498.765594,363.0,21.28801,46.103294,30.849312
dish_1562960437,test,97.290001,69.0,4.692,12.42,1.449
dish_1562960472,test,139.970001,166.0,6.729,16.591,4.553
dish_1562960520,test,422.399261,303.0,19.659971,31.715603,29.545202
dish_1562961588,test,178.220001,67.0,6.499,22.110001,7.37
dish_1562961609,test,423.541779,186.0,17.73101,35.247433,29.078554
dish_1562961650,test,555.712891,312.0,32.363281,40.29348,45.515503
dish_1562963006,test,259.097229,247.0,28.683897,9.891858,32.221638
dish_1562963033,test,356.387299,316.0,33.375896,22.311859,33.670643
dish_1562963059,test,369.527283,389.0,33.521896,25.158859,34.327641
dish_1562963084,test,375.127289,424.0,33.556896,26.34886,34.572639
dish_1562963109,test,381.527283,488.0,33.556896,27.628859,35.212646
dish_1562963153,test,386.477264,521.0,33.622898,28.585857,35.674641
dish_1562963246,test,324.39798,122.0,11.467999,40.870003,13.664001
dish_1562963289,test,349.917969,180.0,12.685999,43.364002,15.52
dish_1562963325,test,760.161926,379.0,31.468941,65.333321,51.822536
dish_1562963484,test,100.539413,80.0,8.570941,5.136471,2.084824
dish_1562963517,test,552.648376,511.0,58.622601,22.397163,58.309628
dish_1562963583,test,138.320007,52.0,5.044,17.16,5.72
dish_1562963612,test,184.080002,156.0,7.228,21.632,9.048
dish_1562963648,test,252.588776,247.0,9.243377,33.273422,10.225956
dish_1562963676,test,397.818726,350.0,16.247375,51.813423,12.388956
dish_1562963704,test,663.755798,479.0,28.423254,66.054832,35.921761
dish_1563205877,test,56.0,35.0,3.5,1.05,4.9
dish_1563205903,test,101.239998,122.0,3.674,1.659,13.6
dish_1563205927,test,160.269501,181.0,3.733,15.642001,14.367001
dish_1563205953,test,218.769501,298.0,3.85,30.851999,14.952
dish_1563205982,test,316.239502,469.0,4.363,54.792,16.148998
dish_1563206409,test,443.463837,277.0,33.371906,4.392429,29.678574
dish_1563206562,test,98.208679,68.0,3.913208,15.203773,0.833962
dish_1563206582,test,229.248688,320.0,4.417208,16.967773,26.033964
dish_1563206601,test,293.797668,337.0,9.194207,17.494774,30.980963
dish_1563207277,test,153.089996,106.0,6.1,23.700001,1.3
dish_1563207301,test,187.929993,173.0,6.234,24.168999,8.0
dish_1563207332,test,288.570007,241.0,13.714,25.257,14.800001
dish_1563207364,test,309.269989,271.0,13.774,30.657,15.01
dish_1563207389,test,337.27002,327.0,13.830001,37.936996,15.290001
dish_1563207406,test,372.070038,443.0,14.062,46.752998,15.986001
dish_1563208094,test,160.311234,111.0,6.387736,24.817924,1.361321
dish_1563208129,test,426.711243,291.0,26.187735,27.697926,19.36132
dish_1563208412,test,62.400002,39.0,3.9,1.17,5.46
dish_1563208439,test,92.610001,96.0,4.299,8.009999,6.144
dish_1563208459,test,186.485947,161.0,8.039566,22.543018,6.94117
dish_1563216381,test,34.649998,99.0,0.396,6.93,2.376
dish_1563216412,test,172.449982,205.0,0.714,36.610001,5.238
dish_1563216440,test,403.786346,352.0,6.472354,39.857891,44.691349
dish_1563216625,test,171.53511,109.0,4.269801,2.408296,29.254524
dish_1563216659,test,190.057999,173.0,5.090516,4.554782,29.822712
dish_1563216689,test,235.208008,302.0,5.606515,13.58478,32.918709
dish_1563216717,test,246.007996,332.0,5.636517,16.284782,33.06871
dish_1563217736,test,23.449999,67.0,0.268,4.69,1.608
dish_1563217774,test,96.138458,265.0,3.161575,15.4723,5.178558
dish_1563217804,test,492.934601,459.0,25.171036,22.654509,44.78577
dish_1563217895,test,26.799278,73.0,1.066823,3.975292,1.316418
dish_1563217939,test,227.242706,171.0,12.185005,7.603419,21.324188
dish_1563217968,test,252.792709,244.0,12.477004,12.713421,23.076189
dish_1563217993,test,279.708801,337.0,13.669605,15.832532,23.901834
dish_1563218031,test,419.769562,426.0,17.155958,17.798939,47.788559
dish_1563218201,test,352.872009,156.0,23.244001,0.156,35.256001
dish_1563218408,test,245.339996,87.0,10.44,27.84,10.44
dish_1563218959,test,267.939667,131.0,14.862059,4.849844,26.745079
dish_1563218987,test,383.559662,172.0,19.782057,17.969845,31.665079
dish_1563219009,test,388.359711,202.0,19.842056,18.989845,31.87508
dish_1563219035,test,410.209686,221.0,21.875057,20.186846,32.027081
dish_1563219056,test,416.869659,258.0,21.949057,21.629845,32.360081
dish_1563220058,test,146.639999,52.0,6.24,16.639999,6.24
dish_1563220087,test,162.740005,98.0,6.424,19.859999,7.344
dish_1563220109,test,184.735962,174.0,7.398599,22.408951,8.018723
dish_1563220143,test,425.514618,327.0,13.39199,25.7894,49.082409
dish_1563220171,test,465.47464,363.0,13.715989,34.069401,50.018417
dish_1563220767,test,265.894379,130.0,14.748608,4.812823,26.540918
dish_1563220802,test,308.59436,252.0,15.236608,13.352823,29.468918
dish_1563220987,test,224.987503,110.0,12.479591,4.072388,22.457699
dish_1563221025,test,245.445801,123.0,12.988835,4.359616,25.94677
dish_1563221054,test,298.877594,170.0,17.89109,6.509885,26.901321
dish_1563221086,test,328.277618,254.0,18.227091,12.389885,28.917324
dish_1563221157,test,418.152008,352.0,21.499546,23.968084,33.805244
dish_1563221495,test,365.269897,164.0,13.375453,29.243366,31.254427
dish_1563221519,test,379.96991,206.0,13.543454,32.183365,32.262424
dish_1563221562,test,395.598572,260.0,14.235931,33.994465,32.741837
dish_1563221602,test,447.893616,306.0,19.033884,36.09898,33.676075
dish_1563221640,test,469.186188,364.0,19.881496,39.257435,34.722008
dish_1563222745,test,135.360001,48.0,5.76,15.36,5.76
dish_1563222775,test,190.584213,75.0,8.823172,16.359587,11.272345
dish_1563222800,test,302.318085,146.0,11.604419,17.928291,30.328045
dish_1563222830,test,325.068085,211.0,11.864419,22.478292,31.888044
dish_1563222850,test,348.378113,232.0,12.053417,27.308292,32.43404
dish_1563294408,test,41.5,83.0,0.083,10.79,0.415
dish_1563294441,test,65.199997,162.0,0.241,16.793999,0.889
dish_1563294465,test,116.949997,237.0,0.391,30.293999,1.414
dish_1563294491,test,146.979996,328.0,0.664,37.573997,2.051
dish_1563294522,test,250.965668,400.0,4.807397,53.672115,2.934019
dish_1563294547,test,430.265656,455.0,16.907398,71.27211,4.364019
dish_1563294575,test,485.90564,562.0,17.121397,72.021111,15.064019
dish_1563294987,test,97.379997,18.0,7.56,0.252,6.66
dish_1563295016,test,127.879997,79.0,7.621,8.182,6.965
dish_1563295044,test,241.975372,158.0,12.167227,25.845209,7.933867
dish_1563295292,test,119.019997,22.0,9.24,0.308,8.14
dish_1563295334,test,228.540009,96.0,17.380001,1.492,15.540001
dish_1563295360,test,275.891235,181.0,19.784878,7.296878,17.530245
dish_1563295400,test,402.984802,269.0,24.84903,26.972351,18.609489
dish_1563302315,test,13.86,63.0,0.189,2.079,1.953
dish_1563302345,test,265.855438,215.0,7.567317,5.092874,43.001171
dish_1563302391,test,401.215424,311.0,14.095317,22.372875,45.017166
dish_1563302420,test,435.626282,381.0,14.9235,29.277687,45.639103
dish_1563302447,test,561.417053,440.0,27.385805,31.36202,48.122875
dish_1563303298,test,170.760071,103.0,4.999781,2.042296,27.815535
dish_1563303350,test,202.221436,167.0,5.756976,8.355268,28.384161
dish_1563303386,test,274.131439,218.0,9.224976,17.535269,29.455162
dish_1563304261,test,30.210915,37.0,1.181061,3.101745,2.293849
dish_1563304301,test,190.950912,151.0,8.933062,23.621746,4.687849
dish_1563304333,test,451.235687,308.0,16.554087,26.73476,47.086288
dish_1563304369,test,457.172119,326.0,16.765852,27.775938,47.262756
dish_1563304881,test,739.407654,446.0,21.649536,8.843342,120.443954
dish_1563304925,test,874.46106,508.0,29.339449,11.255851,133.227585
dish_1563304958,test,951.840942,614.0,34.427452,13.26985,141.707581
dish_1563305005,test,1003.948853,720.0,35.681553,23.725708,142.649384
dish_1563305047,test,1032.31189,806.0,36.693317,28.700218,143.492493
dish_1563305083,test,1234.856323,901.0,56.759739,32.056351,147.491821
dish_1563305321,test,32.936092,67.0,0.792689,6.608891,0.59528
dish_1563305354,test,340.073578,208.0,18.281034,12.095403,29.667709
dish_1563305401,test,483.215302,332.0,29.111307,21.912695,32.943996
dish_1563305513,test,606.251953,228.0,21.431999,76.380005,25.536001
dish_1563305653,test,25.74,117.0,0.351,3.861,3.627
dish_1563305689,test,30.139999,161.0,0.351,4.741,4.067
dish_1563305722,test,434.658997,405.0,12.195141,9.579062,69.960106
dish_1563305837,test,11.431157,14.0,0.446888,1.173633,0.867943
dish_1563305883,test,83.052505,77.0,7.017997,4.055908,2.14745
dish_1563305913,test,89.652504,107.0,7.107997,5.045908,3.07745
dish_1563305948,test,207.360931,178.0,10.554449,6.453704,22.251265
dish_1563305982,test,273.63089,225.0,13.750449,14.913705,23.238264
dish_1563306039,test,493.637207,326.0,26.277563,18.84376,44.06319
dish_1563306392,test,477.465118,288.0,13.979971,5.710499,77.775475
dish_1563307488,test,538.035156,247.0,30.635614,9.611122,50.928295
dish_1563307519,test,574.115173,335.0,30.811615,18.411123,51.720291
dish_1563307575,test,671.082031,419.0,38.148251,25.06155,53.939724
dish_1563308323,test,27.059999,66.0,0.132,6.6,0.594
dish_1563308353,test,51.465488,140.0,1.002588,10.880392,1.31949
dish_1563308386,test,155.805481,214.0,6.034588,24.200394,2.87349
dish_1563308428,test,406.307678,329.0,20.298132,28.675205,26.585045
dish_1563309189,test,37.950001,33.0,3.531,2.079,0.264
dish_1563309237,test,49.550003,62.0,3.589,4.689,0.844
dish_1563309285,test,59.450005,128.0,3.721,6.603,1.768
dish_1563309315,test,613.17688,462.0,19.933886,13.225592,91.96595
dish_1563309353,test,625.236877,529.0,20.067884,15.838592,92.568954
dish_1563309398,test,655.986816,604.0,20.217884,23.338593,93.24395
dish_1563389042,test,30.478174,62.0,0.733533,6.115691,0.550856
dish_1563389079,test,50.428173,119.0,0.961533,10.105691,1.918856
dish_1563389114,test,86.534439,148.0,4.405479,11.310716,2.577627
dish_1563389153,test,346.454468,224.0,5.393479,69.070702,11.697627
dish_1563389199,test,390.254456,284.0,8.273479,70.210716,16.497627
dish_1563389413,test,34.649998,99.0,0.396,6.93,2.376
dish_1563389446,test,117.787598,173.0,8.123614,10.055328,3.871456
dish_1563389548,test,438.828003,194.0,28.906,0.194,43.843998
dish_1563389600,test,451.428009,264.0,29.046,2.924,44.473999
dish_1563389626,test,498.620026,360.0,30.181793,12.393457,45.326939
dish_1563389693,test,500.218018,383.0,29.284,14.824001,45.544998
dish_1563389719,test,529.817993,457.0,29.358,21.484001,46.358997
dish_1563389742,test,569.417969,556.0,29.556002,30.394001,48.338997
dish_1563389786,test,640.137939,564.0,37.556004,30.394001,48.338997
dish_1563391333,test,23.443058,81.0,1.038718,2.716646,0.719112
dish_1563391375,test,84.283714,139.0,7.774208,5.039431,8.285326
dish_1563391413,test,227.056778,237.0,14.303798,6.997268,26.228392
dish_1563391647,test,27.390959,22.0,2.612649,0.914156,0.499757
dish_1563391681,test,154.317169,143.0,16.664272,5.759966,16.284445
dish_1563391708,test,319.237152,205.0,22.678272,26.219967,23.104446
dish_1563391922,test,24.440001,104.0,0.381333,4.541334,1.525333
dish_1563391959,test,245.774109,315.0,24.884579,12.991465,29.050703
dish_1563391989,test,462.847504,464.0,34.812225,15.968175,56.331486
dish_1563392128,test,169.934235,162.0,18.81292,6.487778,21.133221
dish_1563393148,test,27.730003,118.0,0.432667,5.152667,1.730667
dish_1563393182,test,35.230003,193.0,0.432667,6.652667,2.480667
dish_1563393217,test,49.230003,228.0,0.467667,9.802668,2.865667
dish_1563393244,test,57.550003,280.0,0.519667,11.570667,3.229667
dish_1563393341,test,27.965,119.0,0.436333,5.196334,1.745333
dish_1563393366,test,89.85463,178.0,7.287953,7.559166,9.442002
dish_1563393403,test,103.154633,216.0,7.439952,10.219167,10.354001
dish_1563395341,test,143.585999,54.0,5.076,18.09,6.048
dish_1563395374,test,158.333496,84.0,5.430935,21.049206,6.314544
dish_1563395415,test,182.538498,187.0,5.808602,25.546873,7.82521
dish_1563395449,test,214.63649,222.0,6.977337,29.68194,9.570897
dish_1563395480,test,370.521423,329.0,14.106581,31.81958,29.161797
dish_1563395510,test,415.627411,372.0,19.100136,33.541649,34.771233
dish_1563464389,test,91.970001,17.0,7.14,0.238,6.29
dish_1563464429,test,140.990005,103.0,7.398,12.278,6.892
dish_1563464457,test,158.990005,163.0,7.518,16.837999,7.252
dish_1563464480,test,229.490005,213.0,10.918,25.838001,8.302
dish_1563464543,test,386.369995,319.0,22.577999,27.534,18.902
dish_1563464627,test,310.5,115.0,9.2,46.345001,10.718
dish_1563464651,test,312.0,130.0,9.2,46.645,10.868001
dish_1563464670,test,384.175995,156.0,13.646,47.477001,18.148001
dish_1563465805,test,32.43,23.0,1.564,4.14,0.483
dish_1563465847,test,267.75,182.0,19.054001,6.684,16.383001
dish_1563466280,test,357.059998,66.0,27.719999,0.924,24.42
dish_1563468199,test,53.5,107.0,0.107,13.91,0.535
dish_1563468240,test,93.100006,239.0,0.371,23.941999,1.327
dish_1563468269,test,129.01001,302.0,0.56,32.762001,1.768
dish_1563468299,test,210.350006,385.0,4.129,35.584,10.898
dish_1563468327,test,351.886047,483.0,9.768622,57.495316,12.099887
dish_1563468362,test,411.686035,598.0,9.998622,58.30032,23.599888
dish_1563475788,test,39.0,78.0,0.078,10.139999,0.39
dish_1563475826,test,74.279999,176.0,0.176,18.959999,0.88
dish_1563475874,test,93.029999,251.0,0.401,22.709999,2.23
dish_1563475921,test,244.343323,348.0,6.723852,27.165054,19.799664
dish_1563475953,test,427.446991,453.0,15.452144,37.594398,34.205318
dish_1563476267,test,237.710983,51.0,14.688,25.398001,3.162
dish_1563476323,test,686.97113,339.0,33.461006,38.625374,55.327595
dish_1563476408,test,990.400024,513.0,47.925026,55.908291,79.199821
dish_1563476463,test,1067.511108,542.0,50.651024,65.623291,82.447823
dish_1563476551,test,1116.391113,750.0,51.413692,74.705963,85.498482
dish_1563476577,test,1238.033691,857.0,62.574154,79.60125,87.671616
dish_1563476646,test,380.158081,218.0,18.121593,21.653313,29.908882
dish_1563477659,test,26.551344,52.0,0.665319,4.611115,1.741009
dish_1563477701,test,179.424591,150.0,7.053355,9.112096,19.491802
dish_1563477736,test,277.047302,234.0,14.928542,15.535334,20.962175
dish_1563478751,test,950.395081,545.0,45.303986,54.133282,74.772202
dish_1563479526,test,67.844879,51.0,4.713103,5.867841,1.291098
dish_1563479568,test,83.673561,82.0,5.109736,8.616775,2.329007
dish_1563479596,test,104.373558,151.0,5.351235,12.756775,3.778007
dish_1563479625,test,202.649231,214.0,9.457832,15.650263,15.189233
dish_1563479655,test,321.230652,282.0,15.110439,22.404507,24.518604
dish_1563480476,test,517.897095,332.0,21.6411,15.248222,60.135342
dish_1563480505,test,767.266785,475.0,33.528202,29.452,79.754471
dish_1563480534,test,797.566895,576.0,33.881702,35.512001,81.875473
dish_1563480608,test,886.946472,650.0,40.421227,42.644722,83.222633
dish_1563481030,test,155.81044,129.0,11.399983,12.434071,2.348426
dish_1563481061,test,541.200073,350.0,29.770956,34.385365,32.6689
dish_1563550584,test,75.399994,145.0,0.29,1.015,14.5
dish_1563550614,test,132.824387,205.0,1.753415,11.551586,15.085366
dish_1563550950,test,183.169998,93.0,13.9,1.458,12.33
dish_1563550976,test,284.690002,165.0,18.796,14.418001,13.842
dish_1563551006,test,357.669189,213.0,22.059999,29.586002,15.6948
dish_1563551105,test,194.399994,72.0,5.76,29.016001,6.7104
dish_1563551134,test,246.919983,173.0,5.962,29.723001,16.8104
dish_1563551164,test,339.756073,270.0,8.327854,46.757149,17.756741
dish_1563551194,test,471.643555,400.0,14.045855,57.670921,27.842804
dish_1563551220,test,561.703552,558.0,14.519855,79.790924,28.948807
dish_1563551360,test,322.640015,218.0,23.98,3.488,21.800001
dish_1563551397,test,365.53064,302.0,25.054745,10.936724,24.6124
dish_1563552016,test,493.589081,174.0,19.477127,69.953438,10.739063
dish_1563553735,test,114.385803,88.0,6.131613,13.543484,2.816
dish_1563553756,test,309.145813,124.0,21.251612,14.047483,16.136
dish_1563553780,test,557.728821,167.0,42.536613,23.808483,25.768
dish_1563555072,test,165.76001,112.0,12.32,1.792,11.2
dish_1563555100,test,190.920013,186.0,12.467999,7.712,11.792
dish_1563555160,test,268.832642,287.0,14.444396,21.797338,13.773809
dish_1563555510,test,193.880005,131.0,14.41,2.096,13.1
dish_1563555543,test,268.380005,280.0,14.559,21.466,13.845
dish_1563555563,test,398.220001,304.0,24.639,21.802,22.725
dish_1563555605,test,537.809998,403.0,31.371,39.622002,24.804001
dish_1563563240,test,48.299999,42.0,4.494,2.646,0.336
dish_1563563264,test,322.001984,163.0,22.523001,2.767,27.681999
dish_1563563289,test,331.901978,218.0,22.633001,4.912,28.177
dish_1563563317,test,345.84198,252.0,22.701002,8.312,28.483
dish_1563563348,test,362.641998,294.0,22.785002,12.092001,29.322998
dish_1563563378,test,385.441956,351.0,22.842001,17.222,29.950001
dish_1563563467,test,40.750244,119.0,3.134634,2.554147,1.741463
dish_1563563492,test,192.370255,176.0,8.663634,21.364147,8.011463
dish_1563563527,test,322.90625,302.0,23.71756,25.659563,25.201244
dish_1563564676,test,50.623695,62.0,1.979075,5.197519,3.843747
dish_1563564707,test,143.991699,150.0,4.091075,24.55752,6.571747
dish_1563564760,test,341.852448,243.0,16.774696,27.887177,23.540035
dish_1563564797,test,411.264465,310.0,24.779562,30.171246,32.680634
dish_1563564828,test,452.214478,355.0,25.004564,38.766243,34.570633
dish_1563565289,test,93.367996,88.0,2.112,19.360001,2.728
dish_1563565323,test,229.530243,152.0,10.840512,21.651379,14.405099
dish_1563565354,test,272.315186,193.0,15.777068,23.045525,20.039701
dish_1563565415,test,303.477142,284.0,18.174141,24.998693,21.371407
dish_1563565454,test,350.788818,322.0,22.686897,26.577688,22.234623
dish_1563565508,test,403.862,387.0,24.761736,32.026699,26.264353
dish_1563565683,test,65.742775,63.0,7.585437,2.142221,8.658039
dish_1563565720,test,84.662781,149.0,7.843437,4.980221,11.324039
dish_1563565761,test,88.662773,159.0,7.853437,5.880221,11.434039
dish_1563565805,test,157.493027,360.0,13.148071,10.194366,14.375502
dish_1563566626,test,62.099998,54.0,5.778,3.402,0.432
dish_1563566674,test,100.893005,88.0,6.93334,9.706854,1.818408
dish_1563566725,test,241.313019,206.0,7.40534,39.206856,7.718408
dish_1563566810,test,392.292175,331.0,18.451838,51.255371,9.994014
dish_1563566909,test,222.530014,187.0,0.748,46.75,9.35
dish_1563566939,test,286.027252,238.0,6.804595,48.869175,10.508528
dish_1563566965,test,370.827026,286.0,12.088502,56.243797,13.121026
dish_1563567319,test,398.630829,382.0,45.994236,12.98934,52.497948
dish_1563567372,test,951.910889,590.0,66.170242,81.629341,75.377937
dish_1563567599,test,194.226822,156.0,18.526054,6.482199,3.54373
dish_1563567626,test,291.838776,248.0,20.734053,26.722198,6.39573
dish_1563567663,test,514.112061,461.0,46.380054,33.964943,35.668152
dish_1563567722,test,645.323669,576.0,50.287819,55.290188,40.357468
dish_1563567978,test,118.96312,114.0,13.726029,3.8764,15.666928
dish_1563568003,test,126.154343,135.0,14.279201,4.327132,15.974245
dish_1563568025,test,244.986359,247.0,16.967199,28.967131,19.446245
dish_1563568118,test,139.833847,134.0,16.134104,4.55647,18.415512
dish_1563568148,test,170.995789,225.0,18.531178,6.509641,19.747221
dish_1563568263,test,119.654999,45.0,4.23,15.075001,5.04
dish_1563568292,test,276.682983,193.0,7.782,47.635002,9.628
dish_1563568319,test,604.323303,347.0,28.784986,53.148632,37.726025
dish_1563568338,test,631.706665,371.0,29.600521,57.599113,38.704674
dish_1563568357,test,767.739746,448.0,38.07679,69.42923,42.89555
dish_1563811412,test,112.839996,217.0,0.434,1.519,21.700001
dish_1563811439,test,137.319992,289.0,0.578,7.279,22.276001
